date,share_code,issuer_name,investor_name,investor_type,local_foreign,nationality,domicile,holdings_scripless,holdings_scrip,total_holding_shares,percentage
2026-03-31,ALII,ANCARA LOGISTICS INDONESIA Tbk,PT. GRAHA ADIKA NIAGA,CP,L,,INDONESIA,5202000000,0,5202000000,32.87
2026-03-31,ALII,ANCARA LOGISTICS INDONESIA Tbk,SOLOMED CAPITAL PTE LTD,CP,F,,SINGAPORE,4998000000,0,4998000000,31.58
2026-03-31,ALII,ANCARA LOGISTICS INDONESIA Tbk,BORNEO LOGISTICS SERVICES PTE. LTD.,CP,F,,SINGAPORE,1744000000,0,1744000000,11.02
2026-03-31,ALII,ANCARA LOGISTICS INDONESIA Tbk,ABUNDANTIA FUND SPC,MF,F,,CAYMAN ISLANDS,789281240,0,789281240,4.99
2026-03-31,ALII,ANCARA LOGISTICS INDONESIA Tbk,PINNACLEIQ INCORPORATED VCC SUB-FUND,MF,F,,MAURITIUS,765731600,0,765731600,4.84
2026-03-31,ALII,ANCARA LOGISTICS INDONESIA Tbk,EMINENCE GLOBAL FUND PCC,MF,F,,MAURITIUS,747227700,0,747227700,4.72
2026-03-31,ALII,ANCARA LOGISTICS INDONESIA Tbk,NALINKANT AMRATLAL RATHOD,ID,F,INDIAN,INDIA,352621500,0,352621500,2.23
2026-03-31,ALII,ANCARA LOGISTICS INDONESIA Tbk,ANINDITHA ANESTYA BAKRIE,ID,L,INDONESIAN,INDONESIA,308612450,0,308612450,1.95
2026-03-31,ALII,ANCARA LOGISTICS INDONESIA Tbk,PLENTITUDE FUND SPC,MF,F,,CAYMAN ISLANDS,244958300,0,244958300,1.55
2026-03-31,ALII,ANCARA LOGISTICS INDONESIA Tbk,INFINITUDE GLOBAL FUND VCC,CP,F,,MAURITIUS,237044450,0,237044450,1.5
2026-03-31,ALKA,ALAKASA INDUSTRINDO Tbk,"GESIT PERKASA, PT",CP,L,,,0,425393555,425393555,83.79
2026-03-31,ALKA,ALAKASA INDUSTRINDO Tbk,PT. SELARAS INVESTAMA GLOBALINDO,CP,L,,INDONESIA,14369250,0,14369250,2.83
2026-03-31,ALKA,ALAKASA INDUSTRINDO Tbk,ANDREW PASCALIS ADJIPUTRO,ID,L,INDONESIAN,INDONESIA,12500000,0,12500000,2.46
2026-03-31,ALKA,ALAKASA INDUSTRINDO Tbk,AGNESRI MAHARLYN FIRANI PUTRI,ID,L,INDONESIAN,INDONESIA,12500000,0,12500000,2.46
2026-03-31,ALKA,ALAKASA INDUSTRINDO Tbk,PT SANTINILESTARI LOKAPRIMA,CP,L,,,0,8142750,8142750,1.6
2026-03-31,ALMI,ALUMINDO LIGHT METAL INDUSTRY Tbk,PT HUSIN INVESTAMA,CP,L,,INDONESIA,3118800,2506865142,2509983942,65.78
2026-03-31,ALMI,ALUMINDO LIGHT METAL INDUSTRY Tbk,PT ALIM INVESTINDO,CP,L,,INDONESIA,0,600020374,600020374,15.72
2026-03-31,ALMI,ALUMINDO LIGHT METAL INDUSTRY Tbk,PT GUNA INVESTINDO,CP,L,,INDONESIA,0,330080000,330080000,8.65
2026-03-31,ALMI,ALUMINDO LIGHT METAL INDUSTRY Tbk,MARINDO INVESTAMA PT,CP,L,,,0,93459476,93459476,2.45
2026-03-31,ALMI,ALUMINDO LIGHT METAL INDUSTRY Tbk,PRAKINDO INVESTAMA PT,,,,,0,38438704,38438704,1.01
2026-03-31,ALTO,TRI BANYAN TIRTA Tbk,PT. FIKASA BINTANG CEMERLANG,CP,L,,INDONESIA,798633308,0,798633308,36.44
2026-03-31,ALTO,TRI BANYAN TIRTA Tbk,PT. TIRTAMAS ANGGADA,CP,L,,INDONESIA,356130919,0,356130919,16.25
2026-03-31,ALTO,TRI BANYAN TIRTA Tbk,PT TRIMEGAH SEKURITAS INDONESIA TBK,SC,L,,INDONESIA,210832443,0,210832443,9.62
2026-03-31,ALTO,TRI BANYAN TIRTA Tbk,PERSERO DANAREKSA PT a/c SPECIAL,CP,L,,INDONESIA,149437339,0,149437339,6.82
2026-03-31,ALTO,TRI BANYAN TIRTA Tbk,IRENE THESMAN,ID,L,INDONESIAN,,108790006,0,108790006,4.96
2026-03-31,ALTO,TRI BANYAN TIRTA Tbk,LIONG JUEN FAT,ID,L,INDONESIAN,,73914500,0,73914500,3.37
2026-03-31,ALTO,TRI BANYAN TIRTA Tbk,IR. BUDIJANTO SETIAWAN,ID,L,INDONESIAN,INDONESIA,70615500,0,70615500,3.22
2026-03-31,ALTO,TRI BANYAN TIRTA Tbk,DRS JOSEPH SUSILO,ID,L,INDONESIAN,INDONESIA,47605800,0,47605800,2.17
2026-03-31,ALTO,TRI BANYAN TIRTA Tbk,BHAKTI SALIM,ID,L,INDONESIAN,INDONESIA,46900000,0,46900000,2.14
2026-03-31,ALTO,TRI BANYAN TIRTA Tbk,ANTONIUS ANDI SUSANTO,ID,L,INDONESIAN,INDONESIA,44805150,0,44805150,2.04
2026-03-31,ALTO,TRI BANYAN TIRTA Tbk,SOEGIANTO,ID,L,INDONESIAN,INDONESIA,37462600,0,37462600,1.71
2026-03-31,ALTO,TRI BANYAN TIRTA Tbk,PT.TUDUNG BERSAMA TIRTA,CP,L,,INDONESIA,30670000,0,30670000,1.4
2026-03-31,ALTO,TRI BANYAN TIRTA Tbk,IR. D. SAHARDONO AMIARSO,ID,L,INDONESIAN,,25000000,0,25000000,1.14
2026-03-31,AMAG,ASURANSI MULTI ARTHA GUNA Tbk,FAIRFAX ASIA LIMITED,CP,F,,BARBADOS,0,4001242013,4001242013,80.0
2026-03-31,AMAG,ASURANSI MULTI ARTHA GUNA Tbk,"BANK PAN INDONESIA TBK, PT",IB,L,,INDONESIA,388000000,0,388000000,7.76
2026-03-31,AMAG,ASURANSI MULTI ARTHA GUNA Tbk,DANA PENSIUN KARYAWAN PANIN BANK,PF,L,,INDONESIA,210019533,0,210019533,4.2
2026-03-31,AMAG,ASURANSI MULTI ARTHA GUNA Tbk,"PANINVEST TBK, PT",CP,L,,INDONESIA,188233921,0,188233921,3.76
2026-03-31,AMAG,ASURANSI MULTI ARTHA GUNA Tbk,PT Asuransi Multi Artha Guna,IS,L,,INDONESIA,55806100,0,55806100,1.12
2026-03-31,AMAN,MAKMUR BERKAH AMANDA Tbk,PT GRIYA PRIMA AMANDA (GPA),,,,,0,3158500000,3158500000,81.54
2026-03-31,AMAN,MAKMUR BERKAH AMANDA Tbk,JOHAN TEDJA SURYA,ID,L,INDONESIAN,INDONESIA,159869400,15665000,175534400,4.53
2026-03-31,AMAN,MAKMUR BERKAH AMANDA Tbk,EDWARD SAMULA TOARI,ID,L,INDONESIAN,INDONESIA,160020000,0,160020000,4.13
2026-03-31,AMAN,MAKMUR BERKAH AMANDA Tbk,SIAUW JENNICE MARIA,ID,L,INDONESIAN,INDONESIAN,0,114335000,114335000,2.95
2026-03-31,AMAN,MAKMUR BERKAH AMANDA Tbk,F. IRENE FANCY,ID,L,INDONESIAN,INDONESIA,94073000,0,94073000,2.43
2026-03-31,AMAN,MAKMUR BERKAH AMANDA Tbk,ANDIERSEN,ID,L,INDONESIAN,INDONESIA,53127300,0,53127300,1.37
2026-03-31,AMAN,MAKMUR BERKAH AMANDA Tbk,EDDI TJENDANA,ID,L,INDONESIAN,INDONESIA,43933000,0,43933000,1.13
2026-03-31,AMAR,BANK AMAR INDONESIA Tbk,TOLARAM PTE. LTD.,CP,F,,"VIRGIN ISLANDS, BRITISH",13832054873,0,13832054873,75.25
2026-03-31,AMAR,BANK AMAR INDONESIA Tbk,JAGAT RAYA IMAJINASI PT,CP,L,,INDONESIA,1210726588,0,1210726588,6.59
2026-03-31,AMAR,BANK AMAR INDONESIA Tbk,BANK OF SINGAPORE LIMITED,IB,F,,SINGAPORE,1086653690,0,1086653690,5.91
2026-03-31,AMAR,BANK AMAR INDONESIA Tbk,"SBI HOLDINGS, INC.",CP,F,,JAPAN,1035714286,0,1035714286,5.63
2026-03-31,AMAR,BANK AMAR INDONESIA Tbk,PT BANK AMAR INDONESIA TBK,IB,L,,INDONESIA,367421455,0,367421455,2.0
2026-03-31,AMAR,BANK AMAR INDONESIA Tbk,PT. MARVEL INVESTAMA ASIA,CP,L,,INDONESIA,0,183811000,183811000,1.0
2026-03-31,AMFG,ASAHIMAS FLAT GLASS Tbk,AGC Inc.,CP,F,,JAPAN,20380400,172860000,193240400,44.53
2026-03-31,AMFG,ASAHIMAS FLAT GLASS Tbk,PT. RODAMAS,CP,L,,INDONESIA,8417700,172260000,180677700,41.63
2026-03-31,AMFG,ASAHIMAS FLAT GLASS Tbk,DBS VICKERS SECS SINGAPORE (PTE) LTD A/C CLIENTS,SC,F,,SINGAPORE,8265400,0,8265400,1.9
2026-03-31,AMFG,ASAHIMAS FLAT GLASS Tbk,ANDY TANUJAYA,ID,L,INDONESIAN,INDONESIA,7530600,0,7530600,1.74
2026-03-31,AMFG,ASAHIMAS FLAT GLASS Tbk,LIEM TJEN HUNG,ID,L,INDONESIAN,INDONESIA,6521700,0,6521700,1.5
2026-03-31,AMIN,ATELIERS MECANIQUES D'INDONESIE Tbk,SPHERE CORPORATION SDN.BHD.,CP,F,,MALAYSIA,17438300,613200000,630638300,58.39
2026-03-31,AMIN,ATELIERS MECANIQUES D'INDONESIE Tbk,CHONG KIM KONG,ID,F,MALAYSIAN,MALAYSIA,109200000,0,109200000,10.11
2026-03-31,AMIN,ATELIERS MECANIQUES D'INDONESIE Tbk,CHONG KIM LEONG,ID,F,MALAYSIAN,MALAYSIAN,0,75600000,75600000,7.0
2026-03-31,AMIN,ATELIERS MECANIQUES D'INDONESIE Tbk,RUDY SUSANTO,ID,L,INDONESIAN,INDONESIAN,0,42000000,42000000,3.89
2026-03-31,AMIN,ATELIERS MECANIQUES D'INDONESIE Tbk,LAI KIM TENG,ID,F,MALAYSIAN,MALAYSIA,27555000,0,27555000,2.55
2026-03-31,AMIN,ATELIERS MECANIQUES D'INDONESIE Tbk,VICTORIA,ID,L,INDONESIAN,INDONESIA,24775800,0,24775800,2.29
2026-03-31,AMIN,ATELIERS MECANIQUES D'INDONESIE Tbk,LIM PEEK CHIN,ID,F,MALAYSIAN,MALAYSIA,20000000,0,20000000,1.85
2026-03-31,AMIN,ATELIERS MECANIQUES D'INDONESIE Tbk,JEF CHARLES H. BOEDT,ID,F,BELGIAN,BELGIUM,18152500,0,18152500,1.68
2026-03-31,AMIN,ATELIERS MECANIQUES D'INDONESIE Tbk,DONAL MANIK,ID,L,INDONESIAN,,11998700,0,11998700,1.11
2026-03-31,AMIN,ATELIERS MECANIQUES D'INDONESIE Tbk,MAYBANK SECURITIES PTE. LTD.,SC,F,,SINGAPORE,11901000,0,11901000,1.1
2026-03-31,AMMN,AMMAN MINERAL INTERNASIONAL Tbk,PT SUMBER GEMILANG PERSADA,CP,L,,INDONESIA,23332191394,0,23332191394,32.17
2026-03-31,AMMN,AMMAN MINERAL INTERNASIONAL Tbk,PT MEDCO ENERGI INTERNASIONAL TBK,CP,L,,INDONESIA,15167510552,0,15167510552,20.92
2026-03-31,AMMN,AMMAN MINERAL INTERNASIONAL Tbk,PT AP INVESTMENT,CP,L,,INDONESIA,11014682720,0,11014682720,15.19
2026-03-31,AMMN,AMMAN MINERAL INTERNASIONAL Tbk,PT PESONA SUKSES CEMERLANG,CP,L,,INDONESIA,4539377112,0,4539377112,6.26
2026-03-31,AMMN,AMMAN MINERAL INTERNASIONAL Tbk,SAJIR 9 LLC,CP,F,,UNITED STATES,3871783968,0,3871783968,5.34
2026-03-31,AMMN,AMMAN MINERAL INTERNASIONAL Tbk,PT KEMILAU INVESTAMA MAKMUR,CP,L,,INDONESIA,2856070404,0,2856070404,3.94
2026-03-31,AMMN,AMMAN MINERAL INTERNASIONAL Tbk,"KEMILAU SINAR LESTARI, PT",CP,L,,INDONESIA,1907770954,0,1907770954,2.63
2026-03-31,AMMN,AMMAN MINERAL INTERNASIONAL Tbk,21 INTERNATIONAL VENTURE SPC,CP,F,,CAYMAN ISLANDS,1402291900,0,1402291900,1.93
2026-03-31,AMMS,AGUNG MENJANGAN MAS Tbk,RADIANT RUBY COMPANY LTD,CP,F,,"VIRGIN ISLANDS, BRITISH",630001529,0,630001529,51.0
2026-03-31,AMMS,AGUNG MENJANGAN MAS Tbk,PT MANDARA MAS SEMESTA,CP,L,,INDONESIA,297706588,0,297706588,24.1
2026-03-31,AMMS,AGUNG MENJANGAN MAS Tbk,PT. SURYA KARYA DIGITAL,CP,L,,INDONESIA,60529543,0,60529543,4.9
2026-03-31,AMMS,AGUNG MENJANGAN MAS Tbk,ABRAHAM TEDJANEGARA,ID,L,INDONESIAN,INDONESIA,37607200,0,37607200,3.04
2026-03-31,AMMS,AGUNG MENJANGAN MAS Tbk,DIAZ KURNIAWAN,ID,L,INDONESIAN,INDONESIA,12523800,0,12523800,1.01
2026-03-31,AMOR,ASHMORE ASSET MANAGEMENT INDONESIA Tbk,ASHMORE INVESTMENT MANAGEMENT LIMITED,CP,F,,,0,1334120000,1334120000,60.04
2026-03-31,AMOR,ASHMORE ASSET MANAGEMENT INDONESIA Tbk,PT ADIKARSA SARANA,CP,L,,INDONESIA,289921600,0,289921600,13.05
2026-03-31,AMOR,ASHMORE ASSET MANAGEMENT INDONESIA Tbk,RONALDUS GANDAHUSADA IR,ID,L,INDONESIAN,INDONESIA,140000000,0,140000000,6.3
2026-03-31,AMOR,ASHMORE ASSET MANAGEMENT INDONESIA Tbk,FX EDDY HARTANTO SH,ID,L,INDONESIAN,INDONESIA,125200000,0,125200000,5.63
2026-03-31,AMOR,ASHMORE ASSET MANAGEMENT INDONESIA Tbk,ARIEF CAHYADI WANA,ID,L,INDONESIAN,INDONESIA,120000000,0,120000000,5.4
2026-03-31,AMOR,ASHMORE ASSET MANAGEMENT INDONESIA Tbk,PT ASHMORE ASSET MANAGEMENT INDONESIA TBK,SC,L,,INDONESIA,27264100,0,27264100,1.23
2026-03-31,AMRT,SUMBER ALFARIA TRIJAYA Tbk,SIGMANTARA ALFINDO,CP,L,,INDONESIA,18269532859,0,18269532859,44.0
2026-03-31,AMRT,SUMBER ALFARIA TRIJAYA Tbk,"AMANDA CIPTA PERSADA, PT",CP,L,,INDONESIA,3710794900,0,3710794900,8.94
2026-03-31,AMRT,SUMBER ALFARIA TRIJAYA Tbk,MITSUBISHI CORPORATION,CP,F,,JAPAN,2034681026,0,2034681026,4.9
2026-03-31,AMRT,SUMBER ALFARIA TRIJAYA Tbk,JONATHAN CHANG,ID,L,INDONESIAN,INDONESIA,1996981700,0,1996981700,4.81
2026-03-31,AMRT,SUMBER ALFARIA TRIJAYA Tbk,"YSW&CO., LTD.",CP,F,,JAPAN,1720909474,0,1720909474,4.14
2026-03-31,AMRT,SUMBER ALFARIA TRIJAYA Tbk,"HSBC-FUND SERVICES, THE OVERLOOK PARTNERS FUND L.P.",MF,F,,UNITED KINGDOM,1254604900,0,1254604900,3.02
2026-03-31,AMRT,SUMBER ALFARIA TRIJAYA Tbk,FIDELITY INVESTMENT TRUST: FIDELITY SERIES EMERGING MARKETS OPPORTUNITIES FUND,MF,F,,UNITED STATES,758427300,0,758427300,1.83
2026-03-31,AMRT,SUMBER ALFARIA TRIJAYA Tbk,EMPLOYEES PROVIDENT FUND BOARD,PF,F,,MALAYSIA,724512200,0,724512200,1.74
2026-03-31,AMRT,SUMBER ALFARIA TRIJAYA Tbk,"SUMBER ALFARIA TRIJAYA, TBK",CP,L,,INDONESIA,432669000,0,432669000,1.04
2026-03-31,ANDI,ANDIRA AGRO Tbk,"CENTRAL ENERGI PRATAMA, PT",CP,L,,,0,4650030000,4650030000,49.73
2026-03-31,ANDI,ANDIRA AGRO Tbk,PT. ANUGERAH PERKASA SEMESTA,CP,L,,INDONESIA,699970000,0,699970000,7.49
2026-03-31,ANDI,ANDIRA AGRO Tbk,EDY SUWARNO AL JAP L SING,ID,L,INDONESIAN,,331809600,0,331809600,3.55
2026-03-31,ANDI,ANDIRA AGRO Tbk,REKSA DANA EMCO MANTAP,MF,L,,INDONESIA,223720100,0,223720100,2.39
2026-03-31,ANDI,ANDIRA AGRO Tbk,REKSA DANA MINNA PADI PRINGGONDANI SAHAM,MF,L,,INDONESIA,216986186,0,216986186,2.32
2026-03-31,ANDI,ANDIRA AGRO Tbk,PT MINNA PADI INVESTAMA SEKURITAS Tbk,SC,L,,INDONESIA,215954200,0,215954200,2.31
2026-03-31,ANDI,ANDIRA AGRO Tbk,EVELINE LISTIJOSUPUTRO,ID,L,INDONESIAN,,172212800,0,172212800,1.84
2026-03-31,ANDI,ANDIRA AGRO Tbk,FRANCIS INDARTO,ID,L,INDONESIAN,INDONESIA,165588000,0,165588000,1.77
2026-03-31,ANDI,ANDIRA AGRO Tbk,REKSA DANA MINNA PADI PASOPATI SAHAM,MF,L,,INDONESIA,153141216,0,153141216,1.64
2026-03-31,ANDI,ANDIRA AGRO Tbk,REKSA DANA SUCORINVEST SHARIA EQUITY FUND,MF,L,,INDONESIA,139131700,0,139131700,1.49
2026-03-31,ANDI,ANDIRA AGRO Tbk,REKSA DANA EMCO GROWTH FUND,MF,L,,INDONESIA,102856200,0,102856200,1.1
2026-03-31,ANJT,AUSTINDO NUSANTARA JAYA Tbk,FIRST RESOURCES LIMITED,CP,F,,SINGAPORE,3217218477,0,3217218477,95.92
2026-03-31,ANJT,AUSTINDO NUSANTARA JAYA Tbk,CILIANDRA PERKASA,CP,L,,INDONESIA,82304646,0,82304646,2.45
2026-03-31,ANTM,ANEKA TAMBANG Tbk,PERUSAHAAN PERSEROAN (PERSERO) PT MINERAL INDUSTRI INDONESIA,CP,L,,INDONESIA,0,15619999999,15619999999,65.0
2026-03-31,ANTM,ANEKA TAMBANG Tbk,EMPLOYEES PROVIDENT FUND BOARD,PF,F,,MALAYSIA,278414600,0,278414600,1.16
2026-03-31,APEX,APEXINDO PRATAMA DUTA Tbk,PT ASERRA CAPITAL,CP,L,,INDONESIA,1126374177,0,1126374177,31.76
2026-03-31,APEX,APEXINDO PRATAMA DUTA Tbk,UOB KAY HIAN (HONG KONG) LTD,SC,F,,HONG KONG,771356500,0,771356500,21.75
2026-03-31,APEX,APEXINDO PRATAMA DUTA Tbk,AUGUSTA INVESTMENTS I PTE.LTD. ID134190500001,CP,F,,SINGAPORE,220767550,0,220767550,6.23
2026-03-31,APEX,APEXINDO PRATAMA DUTA Tbk,DAAZ BARA LESTARI PT,CP,L,,INDONESIA,157309034,0,157309034,4.44
2026-03-31,APEX,APEXINDO PRATAMA DUTA Tbk,Vistra Trust (Singapore) PTE. Limited,CP,F,,SINGAPORE,86985027,0,86985027,2.45
2026-03-31,APEX,APEXINDO PRATAMA DUTA Tbk,RISMA PURBA,ID,L,INDONESIAN,INDONESIA,84649800,0,84649800,2.39
2026-03-31,APEX,APEXINDO PRATAMA DUTA Tbk,PEAK SEKURITAS INDONESIA PT,SC,L,,INDONESIA,61543339,0,61543339,1.74
2026-03-31,APEX,APEXINDO PRATAMA DUTA Tbk,DBS BANK LTD.,IB,F,,SINGAPORE,53197000,0,53197000,1.5
2026-03-31,APEX,APEXINDO PRATAMA DUTA Tbk,HERTECH KHARISMA PT,,,,,0,48661832,48661832,1.37
2026-03-31,APIC,PACIFIC STRATEGIC FINANCIAL Tbk,"PAN PACIFIC INVESTAMA, PT",CP,L,,INDONESIA,2385192322,0,2385192322,20.27
2026-03-31,APIC,PACIFIC STRATEGIC FINANCIAL Tbk,PT PACIFIC INDOCORPORA,CP,L,,INDONESIA,1107792332,0,1107792332,9.41
2026-03-31,APIC,PACIFIC STRATEGIC FINANCIAL Tbk,PT PAN PACIFIC INVESTAMA,CP,L,,INDONESIA,887032733,0,887032733,7.54
2026-03-31,APIC,PACIFIC STRATEGIC FINANCIAL Tbk,PT. Astana Berkat Indonesia,CP,L,,INDONESIA,578860000,0,578860000,4.92
2026-03-31,APIC,PACIFIC STRATEGIC FINANCIAL Tbk,PT ZED UTAMA PERSADA,CP,L,,INDONESIA,487966500,0,487966500,4.15
2026-03-31,APIC,PACIFIC STRATEGIC FINANCIAL Tbk,PT. ALANA CIPTA SELARAS,CP,L,,INDONESIA,475168300,0,475168300,4.04
2026-03-31,APIC,PACIFIC STRATEGIC FINANCIAL Tbk,PT BARA SEJAHTERA SUKSES,CP,L,,INDONESIA,461044900,0,461044900,3.92
2026-03-31,APIC,PACIFIC STRATEGIC FINANCIAL Tbk,EASTERN PEAK GROUP CORPORATION,OT,F,,"VIRGIN ISLANDS, BRITISH",450617500,0,450617500,3.83
2026-03-31,APIC,PACIFIC STRATEGIC FINANCIAL Tbk,"TIRTA CITRA SOLUSI, PT",CP,L,,INDONESIA,397329700,0,397329700,3.38
2026-03-31,APIC,PACIFIC STRATEGIC FINANCIAL Tbk,PT ARIMA KARYA PERSADA,CP,L,,INDONESIA,396402000,0,396402000,3.37
2026-03-31,APIC,PACIFIC STRATEGIC FINANCIAL Tbk,BANQUE PICTET AND CIE SA,IB,F,,SWITZERLAND,386547700,0,386547700,3.29
2026-03-31,APIC,PACIFIC STRATEGIC FINANCIAL Tbk,PT. MEGAH ANGKASA PERKASA,CP,L,,INDONESIA,339298325,0,339298325,2.88
2026-03-31,APIC,PACIFIC STRATEGIC FINANCIAL Tbk,BOARD GATE LIMITED,CP,F,,MARSHALL ISLANDS,322206250,0,322206250,2.74
2026-03-31,APIC,PACIFIC STRATEGIC FINANCIAL Tbk,PT ASKAR PELANGI ABADI,CP,L,,INDONESIA,315862800,0,315862800,2.68
2026-03-31,APIC,PACIFIC STRATEGIC FINANCIAL Tbk,PT PACIFIC SEKURITAS INDONESIA,SC,L,,INDONESIA,306900000,0,306900000,2.61
2026-03-31,APIC,PACIFIC STRATEGIC FINANCIAL Tbk,POLAR INVESTMENT CORPORATION,CP,F,,MARSHALL ISLANDS,207447700,0,207447700,1.76
2026-03-31,APIC,PACIFIC STRATEGIC FINANCIAL Tbk,PT.Pacific Indocorpora Indonesia,CP,L,,INDONESIA,175835464,0,175835464,1.49
2026-03-31,APIC,PACIFIC STRATEGIC FINANCIAL Tbk,PT. Victoria Investama Tbk,CP,L,,INDONESIA,150000000,0,150000000,1.27
2026-03-31,APIC,PACIFIC STRATEGIC FINANCIAL Tbk,PT VICTORIA SEKURITAS INDONESIA,SC,L,,INDONESIA,150000000,0,150000000,1.27
2026-03-31,APII,ARITA PRIMA INDONESIA Tbk,"ARITA GLOBAL,PT",CP,L,,INDONESIA,0,622214760,622214760,57.84
2026-03-31,APII,ARITA PRIMA INDONESIA Tbk,"ARITA ENGINEERING, SDN BHD",,,,,0,151125260,151125260,14.05
2026-03-31,APII,ARITA PRIMA INDONESIA Tbk,"Fajar Untung Sdn,Bhd",OT,F,,MALAYSIA,51296000,0,51296000,4.77
2026-03-31,APII,ARITA PRIMA INDONESIA Tbk,"Bangga Kencana Sdn,Bhd",OT,F,,MALAYSIA,42750000,0,42750000,3.97
2026-03-31,APII,ARITA PRIMA INDONESIA Tbk,PHILLIP SECURITIES PTE LTD,SC,F,,SINGAPORE,34660700,0,34660700,3.22
2026-03-31,APII,ARITA PRIMA INDONESIA Tbk,LOW YEW LEAN,ID,F,MALAYSIAN,,33486500,26659980,60146480,5.59
2026-03-31,APII,ARITA PRIMA INDONESIA Tbk,SMC Capital SDN.BHD.,OT,F,,MALAYSIA,31300000,0,31300000,2.91
2026-03-31,APII,ARITA PRIMA INDONESIA Tbk,Koh Boon Kuang,ID,F,MALAYSIAN,,30000000,0,30000000,2.79
2026-03-31,APII,ARITA PRIMA INDONESIA Tbk,Priority Creations SDN.BHD,OT,F,,MALAYSIA,17625000,0,17625000,1.64
2026-03-31,APLI,ASIAPLAST INDUSTRIES Tbk,PT MACO AMANGRAHA,CP,L,,INDONESIA,201304000,600000000,801304000,58.8
2026-03-31,APLI,ASIAPLAST INDUSTRIES Tbk,ALEXANDER AGUNG PRANOTO,ID,L,INDONESIAN,INDONESIA,388333748,0,388333748,28.5
2026-03-31,APLI,ASIAPLAST INDUSTRIES Tbk,EMY LIM,ID,L,INDONESIAN,INDONESIA,66387100,0,66387100,4.87
2026-03-31,APLI,ASIAPLAST INDUSTRIES Tbk,LIE SHE MOY,ID,L,INDONESIAN,INDONESIA,17083000,0,17083000,1.25
2026-03-31,APLI,ASIAPLAST INDUSTRIES Tbk,PT. HOKI INVESTASI SEJATI,CP,L,,INDONESIA,15342100,0,15342100,1.13
2026-03-31,APLN,AGUNG PODOMORO LAND Tbk,"INDOFICA, PT",CP,L,,INDONESIA,18777785148,0,18777785148,82.72
2026-03-31,APLN,AGUNG PODOMORO LAND Tbk,TRIHATMA KUSUMA HALIMAN,ID,L,INDONESIAN,INDONESIA,1134702185,0,1134702185,5.0
2026-03-31,APLN,AGUNG PODOMORO LAND Tbk,DBS BANK LTD.,IB,F,,SINGAPORE,255215500,0,255215500,1.12
2026-03-31,APLN,AGUNG PODOMORO LAND Tbk,HONKY HARJO,ID,L,INDONESIAN,INDONESIA,232863600,0,232863600,1.03
2026-03-31,ARCI,ARCHI INDONESIA Tbk,PT RAJAWALI CORPORA,CP,L,,INDONESIA,18142375000,0,18142375000,71.89
2026-03-31,ARCI,ARCHI INDONESIA Tbk,PT RAJAWALI KAPITAL EMAS,CP,L,,INDONESIA,2967375000,0,2967375000,11.76
2026-03-31,ARCI,ARCHI INDONESIA Tbk,CGS INTERNATIONAL SEKURITAS INDONESIA,SC,L,,INDONESIA,545957200,0,545957200,2.16
2026-03-31,ARCI,ARCHI INDONESIA Tbk,GOVERNMENT OF NORWAY,OT,F,,NORWAY,266271900,0,266271900,1.06
2026-03-31,AREA,DUNIA VIRTUAL ONLINE Tbk,PT. DWI TUNGGAL PUTRA,CP,L,,INDONESIA,0,966667000,966667000,38.06
2026-03-31,AREA,DUNIA VIRTUAL ONLINE Tbk,SUGENG ALIFEN,ID,L,INDONESIAN,INDONESIA,0,780534000,780534000,30.73
2026-03-31,AREA,DUNIA VIRTUAL ONLINE Tbk,MICHAEL KURNIA WIRAWAN ALIFEN,ID,L,INDONESIAN,INDONESIA,0,280800000,280800000,11.06
2026-03-31,AREA,DUNIA VIRTUAL ONLINE Tbk,PT. MITRA NIAGA PALAPA,CP,L,,INDONESIA,113118800,0,113118800,4.45
2026-03-31,AREA,DUNIA VIRTUAL ONLINE Tbk,PT. SENTRA MAHAJAYA PELITA,CP,L,,INDONESIA,87780000,0,87780000,3.46
2026-03-31,AREA,DUNIA VIRTUAL ONLINE Tbk,PT. BARAKARSA KREASI BANGSA,CP,L,,INDONESIA,87780000,0,87780000,3.46
2026-03-31,AREA,DUNIA VIRTUAL ONLINE Tbk,PT. SKALA GARUDA UTAMA,CP,L,,INDONESIA,83050000,0,83050000,3.27
2026-03-31,ARGO,ARGO PANTES Tbk,ARGO MANUNGGAL LAND DEVELOPMENT,,,,,0,1229818254,1229818254,38.74
2026-03-31,ARGO,ARGO PANTES Tbk,KUKUH MANUNGGAL PROPERTINDO,,,,,0,510175438,510175438,16.07
2026-03-31,ARGO,ARGO PANTES Tbk,TREVOR GLOBAL LTD,,,,,0,422807017,422807017,13.32
2026-03-31,ARGO,ARGO PANTES Tbk,PT ARGO MANUNGGAL TRIASTA,CP,L,,INDONESIA,370000000,0,370000000,11.66
2026-03-31,ARGO,ARGO PANTES Tbk,DHARMA MANUNGGAL,,,,,0,98500000,98500000,3.1
2026-03-31,ARGO,ARGO PANTES Tbk,PT CITRA RAYA INVESTAMA SEJAHTERA,CP,L,,INDONESIA,79347300,0,79347300,2.5
2026-03-31,ARGO,ARGO PANTES Tbk,PT PILAR TEGUH SUKSES SEJATI,CP,L,,INDONESIA,65005000,0,65005000,2.05
2026-03-31,ARGO,ARGO PANTES Tbk,PT BERKAH AGUNG SELARAS,CP,L,,INDONESIA,65000000,0,65000000,2.05
